Vrid,id,Vstatus,age,sex,income,race,race_other,hispanic
1205,C2074705521,Complete,65 to 74,Female,"$100,000 to $124,999",White,"",No
1206,C2074706016,Complete,35 to 44,Male,"$150,000 or more",White,"",No
1207,C2074712608,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",Yes
1208,C2059326392,Disqualified,55 to 64,Female,"$75,000 to $99,999",White,"",No
1209,C2074719655,Complete,18 to 24,Female,"$35,000 to $49,999",Black/African-American,"",No
1210,C2074722015,Complete,18 to 24,Female,"$75,000 to $99,999",White,"",No
1211,C2074723147,Complete,25 to 34,Male,"Less than $25,000",White,"",Yes
1212,C2074724931,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1213,C2074725203,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1214,C2074727018,Complete,35 to 44,Female,"$150,000 or more",White,"",No
1215,C2074727811,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1216,C2074725203,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1217,C2074726821,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1218,C2074723586,Complete,25 to 34,Female,"$125,000 to $149,999",White,"",No
1219,C2074730817,Complete,55 to 64,Male,"$25,000 to $34,999",White,"",No
1220,C2074735217,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1221,C2074737597,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
1222,1025295790,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1223,C2059301712,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1224,C2074741584,Complete,18 to 24,Male,"$50,000 to $74,999",Black/African-American,"",Yes
1225,C2074742262,Complete,35 to 44,Female,"$125,000 to $149,999",White,"",No
1226,C2074745068,Complete,25 to 34,Female,"$100,000 to $124,999",White,"",No
1227,C2074745631,Partial,,,,,"",
1228,C2074744871,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1229,C2074746574,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1230,C2074748226,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1231,C2074748950,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1232,C2074749271,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
1233,C2074749176,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
1234,C2074757197,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
1235,C2074761197,Complete,45 to 54,Female,"$150,000 or more",White,"",No
1236,C2074761810,Complete,35 to 44,Female,"$35,000 to $49,999",Black/African-American,"",No
1237,C2074761946,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1238,C2074765663,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1239,C2074764602,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",Yes
1240,C2074766037,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1241,C2074766745,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1242,C2074766645,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1243,C2074765732,Complete,25 to 34,Female,"$25,000 to $34,999",American Indian/Alaska Native,"",Yes
1244,C2074767805,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1245,C2074769215,Complete,75 or older,Female,"$50,000 to $74,999",White,"",No
1246,C2074773274,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1247,C2074774227,Complete,65 to 74,Male,"$125,000 to $149,999",White,"",No
1248,C2074773708,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1249,C2074776185,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1250,C2074777076,Complete,35 to 44,Male,"$150,000 or more",White,"",No
1251,C2061396311,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1252,C2074760503,Complete,55 to 64,Male,"Less than $25,000",Black/African-American,"",No
1253,C2074776931,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",Yes
1254,C2074778902,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
1255,C2074779077,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1256,C2074780143,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1257,C2074780532,Complete,25 to 34,Female,"$25,000 to $34,999",Asian,"",No
1258,C2074781115,Complete,75 or older,Male,"$25,000 to $34,999",White,"",No
1259,C2074781764,Complete,55 to 64,Male,"$75,000 to $99,999",Other,Mixed,No
1260,C2074787960,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1261,C2074788784,Complete,65 to 74,Female,"$125,000 to $149,999",White,"",No
1262,C2074789048,Complete,45 to 54,Male,"$150,000 or more",White,"",No
1263,C2074788812,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1264,C2074789421,Complete,25 to 34,Male,"$100,000 to $124,999",White,"",No
1265,C2074789391,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1266,C2074789845,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1267,C2074790733,Complete,65 to 74,Male,"$150,000 or more",White,"",No
1268,C2074795988,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1269,C2074793781,Complete,35 to 44,Male,"$125,000 to $149,999",White,"",No
1270,C2074799443,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1271,C2074800550,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1272,C2066112085,Complete,45 to 54,Female,"$150,000 or more",White,"",No
1273,C2074795182,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
1274,C2074800921,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1275,C2074800504,Partial,,,,,"",
1276,C2074803354,Complete,25 to 34,Female,"$50,000 to $74,999",Asian,"",No
1277,C2074803726,Complete,45 to 54,Male,"$150,000 or more",White,"",No
1278,C2074804773,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1279,C2074804745,Complete,65 to 74,Male,"$35,000 to $49,999",White,"",No
1280,C2074804341,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1281,C2074808030,Complete,45 to 54,Female,"$100,000 to $124,999",White,"",No
1282,C2074807975,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1283,C2074799718,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1284,1190187445,Partial,,,,,"",
1285,C2074809612,Complete,25 to 34,Female,"$100,000 to $124,999",White,"",No
1286,C2074810606,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1287,C2074805349,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1288,1017720581,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
1289,C2074810391,Complete,65 to 74,Female,"$100,000 to $124,999",White,"",No
1290,C2074812667,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1291,C2074816766,Partial,,,,,"",
1292,C2074816251,Complete,35 to 44,Female,"$150,000 or more",White,"",No
1293,C2074818500,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",No
1294,C2074737209,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
1295,C2074820450,Complete,25 to 34,Female,"$75,000 to $99,999",Other,Mixed,No
1296,C2074821026,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1297,1190240771,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1298,C2074827526,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
1299,C2074827906,Complete,25 to 34,Female,"Less than $25,000",American Indian/Alaska Native,"",No
1300,C2074828284,Complete,65 to 74,Male,"$75,000 to $99,999",White,"",No
1301,1101177367,Partial,,,,,"",
1302,C2074829122,Complete,35 to 44,Female,"$75,000 to $99,999",Asian,"",No
1303,C2074833805,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
1304,C2074837803,Partial,,,,,"",
1305,C2074838156,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1306,C2074838395,Complete,25 to 34,Female,"$150,000 or more",White,"",No
1307,C2074837878,Complete,65 to 74,Male,"$50,000 to $74,999",White,"",No
1308,C2074838620,Complete,18 to 24,Female,"$25,000 to $34,999",White,"",No
1309,C2074838887,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1310,C2074839824,Complete,35 to 44,Male,"$75,000 to $99,999",White,"",No
1311,1173283779,Complete,25 to 34,Female,"$150,000 or more",White,"",No
1312,C2074842569,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1313,C2074846701,Complete,25 to 34,Male,"$75,000 to $99,999",White,"",Yes
1314,C2074846647,Complete,25 to 34,Male,"$25,000 to $34,999",Other,Latino,Yes
1315,C2074846511,Partial,,,,,"",
1316,1167618583,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1317,C2074846511,Partial,,,,,"",
1318,C2074841062,Complete,55 to 64,Male,"Less than $25,000",White,"",No
1319,C2074846511,Partial,,,,,"",
1320,C2074850541,Complete,35 to 44,Female,"$50,000 to $74,999",Black/African-American,"",No
1321,C2074851883,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",No
1322,C2074850174,Complete,45 to 54,Female,"$50,000 to $74,999",Black/African-American,"",No
1323,C2074853284,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
1324,C2074864972,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1325,C2074867117,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1326,C2074871257,Complete,18 to 24,Male,"$50,000 to $74,999",White,"",No
1327,C2074874082,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
1328,C2074878912,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",No
1329,C2074879873,Complete,25 to 34,Female,"$35,000 to $49,999",White,"",No
1330,C2074881835,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
1331,C2074883738,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1332,C2074885156,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
1333,C2074877729,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
1334,C2074893257,Complete,18 to 24,Female,"$35,000 to $49,999",Black/African-American,"",No
1335,C2074895413,Complete,65 to 74,Female,"$75,000 to $99,999",White,"",No
1336,C2074895023,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1337,C2074897991,Complete,25 to 34,Male,"$75,000 to $99,999",Black/African-American,"",No
1338,C2074905891,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
1339,C2074908117,Complete,25 to 34,Female,"$50,000 to $74,999",Black/African-American,"",No
1340,C2074913627,Complete,18 to 24,Female,"$35,000 to $49,999",White,"",No
1341,C2074915004,Disqualified,35 to 44,Female,"$125,000 to $149,999",White,"",No
1342,C2074916536,Complete,18 to 24,Male,"$100,000 to $124,999",American Indian/Alaska Native,"",Yes
1343,C2074921223,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1344,C2074926073,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1345,C2074926957,Complete,25 to 34,Female,"$25,000 to $34,999",White,"",No
1346,C2074950652,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1347,C2074951674,Disqualified,18 to 24,Female,"Less than $25,000",White,"",No
1348,C2074952660,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
1349,C2074951702,Complete,45 to 54,Female,"$25,000 to $34,999",Other,Mixed Race,No
1350,1153230410,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1351,C2074972509,Complete,18 to 24,Female,"Less than $25,000",White,"",No
1352,C2074981934,Complete,35 to 44,Female,"$100,000 to $124,999",White,"",No
1353,C2074982135,Complete,45 to 54,Female,"Less than $25,000",White,"",No
1354,C2074982938,Complete,18 to 24,Female,"$35,000 to $49,999",Black/African-American,"",No
1355,C2074983001,Complete,65 to 74,Female,"$25,000 to $34,999",White,"",No
1356,C2074984386,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1357,C2074985507,Complete,18 to 24,Male,"$25,000 to $34,999",White,"",No
1358,C2074985656,Complete,18 to 24,Male,"$50,000 to $74,999",White,"",No
1359,C2074986447,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1360,C2074987864,Complete,35 to 44,Female,"$50,000 to $74,999",Asian,"",No
1361,C2074989146,Complete,18 to 24,Female,"Less than $25,000",White,"",No
1362,C2074988784,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1363,C2074990511,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1364,C2074992921,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1365,C2074994069,Complete,18 to 24,Female,"$25,000 to $34,999",White,"",No
1366,C2074997885,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1367,C2074997890,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
1368,C2075004432,Complete,45 to 54,Male,"$35,000 to $49,999",White,"",No
1369,1189893458,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1370,C2075010679,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
1371,C2075017625,Complete,25 to 34,Female,"$125,000 to $149,999",White,"",No
1372,C2075022791,Partial,,,,,"",
1373,C2075023125,Complete,65 to 74,Female,"Less than $25,000",White,"",No
1374,C2075029762,Complete,35 to 44,Male,"Less than $25,000",White,"",No
1375,C2075035936,Partial,,,,,"",
1376,C2075036271,Complete,55 to 64,Male,"$75,000 to $99,999",White,"",No
1377,C2075039114,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1378,C2075039787,Complete,55 to 64,Female,"$125,000 to $149,999",White,"",No
1379,C2075042288,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
1380,C2075043627,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",Yes
1381,C2075045087,Complete,18 to 24,Female,"$75,000 to $99,999",White,"",No
1382,C2075045654,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1383,C2075048434,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1384,C2075050204,Complete,65 to 74,Male,"$100,000 to $124,999",White,"",No
1385,C2075054745,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1386,C2075059734,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
1387,C2075061096,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1388,C2075067285,Partial,,,,,"",
1389,C2075067421,Complete,35 to 44,Female,"$100,000 to $124,999",White,"",No
1390,C2075067409,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1391,C2075072144,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1392,C2075073087,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
1393,C2075075236,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1394,C2075075952,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
1395,C2075075328,Complete,25 to 34,Male,"$100,000 to $124,999",White,"",No
1396,C2075080053,Complete,25 to 34,Female,"$150,000 or more",White,"",No
1397,C2075087361,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1398,C2075087072,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1399,C2075088854,Complete,45 to 54,Female,"$50,000 to $74,999",White,"",No
1400,C2075089882,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1401,C2075091100,Complete,45 to 54,Female,"$150,000 or more",White,"",No
1402,C2075092230,Partial,,,,,"",
1403,"",Partial,,,,,"",
1404,"",Complete,55 to 64,Female,"Less than $25,000",White,"",No
1405,C2075094543,Complete,45 to 54,Female,"$125,000 to $149,999",White,"",No
1406,C2075097124,Complete,45 to 54,Female,"$75,000 to $99,999",White,"",No
1407,C2075097375,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
1408,C2075098219,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1409,C2075100827,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
1410,C2075101607,Complete,25 to 34,Female,"$75,000 to $99,999",Black/African-American,"",No
1411,C2075102022,Complete,18 to 24,Female,"Less than $25,000",White,"",No
1412,C2075104151,Complete,45 to 54,Male,"$25,000 to $34,999",White,"",No
1413,C2075104871,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1414,C2075104911,Complete,18 to 24,Female,"Less than $25,000",White,"",Yes
1415,C2075105786,Complete,35 to 44,Female,"$35,000 to $49,999",White,"",No
1416,C2075107423,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1417,1188899138,Disqualified,35 to 44,Female,"$125,000 to $149,999",White,"",No
1418,C2075107992,Complete,35 to 44,Female,"$75,000 to $99,999",White,"",No
1419,C2075106739,Complete,18 to 24,Female,"$75,000 to $99,999",White,"",No
1420,C2075109936,Complete,55 to 64,Male,"$100,000 to $124,999",White,"",No
1421,C2075110712,Complete,18 to 24,Male,"Less than $25,000",White,"",No
1422,C2075111834,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1423,C2075112934,Complete,35 to 44,Female,"$50,000 to $74,999",White,"",No
1424,C2075116047,Disqualified,18 to 24,Male,"$25,000 to $34,999",White,"",No
1425,C2075117523,Complete,25 to 34,Female,"Less than $25,000",White,"",Yes
1426,C2075116210,Complete,45 to 54,Female,"Less than $25,000",White,"",No
1427,C2075116884,Complete,35 to 44,Male,"$50,000 to $74,999",White,"",No
1428,C2075118744,Disqualified,25 to 34,Female,"$35,000 to $49,999",White,"",No
1429,C2075120059,Complete,25 to 34,Male,"$75,000 to $99,999",White,"",No
1430,C2075119925,Complete,55 to 64,Female,"$50,000 to $74,999",White,"",No
1431,C2075130411,Complete,45 to 54,Female,"$25,000 to $34,999",White,"",No
1432,C2075131877,Complete,18 to 24,Female,"Less than $25,000",White,"",Yes
1433,C2075137308,Complete,25 to 34,Female,"Less than $25,000",White,"",No
1434,1190296952,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1435,C2075139261,Complete,25 to 34,Female,"$50,000 to $74,999",White,"",No
1436,C2075140007,Complete,45 to 54,Female,"$25,000 to $34,999",White,"",No
1437,1190276466,Complete,25 to 34,Male,"$35,000 to $49,999",White,"",Yes
1438,C2075141351,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1439,1190268827,Complete,35 to 44,Male,"$25,000 to $34,999",White,"",No
1440,C2075143839,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
1441,C2075146109,Complete,65 to 74,Female,"$50,000 to $74,999",White,"",No
1442,C2075150440,Complete,35 to 44,Male,"Less than $25,000",White,"",No
1443,C2075159356,Complete,55 to 64,Male,"$150,000 or more",White,"",No
1444,C2075163890,Complete,18 to 24,Female,"$50,000 to $74,999",White,"",No
1445,C2075171089,Complete,55 to 64,Female,"$25,000 to $34,999",White,"",No
1446,C2075174951,Complete,45 to 54,Female,"$35,000 to $49,999",Black/African-American,"",No
1447,C2075179382,Complete,25 to 34,Female,"$50,000 to $74,999",Black/African-American,"",No
1448,C2075182016,Complete,55 to 64,Male,"$50,000 to $74,999",White,"",No
1449,C2075184587,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1450,C2075188372,Complete,35 to 44,Female,"$100,000 to $124,999",White,"",Yes
1451,C2075188161,Complete,25 to 34,Male,"$25,000 to $34,999",White,"",Yes
1452,C2075192552,Partial,,,,,"",
1453,C2075196227,Complete,55 to 64,Female,"$35,000 to $49,999",White,"",No
1454,1182168333,Complete,55 to 64,Male,"$35,000 to $49,999",White,"",No
1455,C2075204759,Complete,55 to 64,Female,"Less than $25,000",White,"",No
1456,C2075208456,Complete,45 to 54,Female,"Less than $25,000",White,"",No
1457,C2075209960,Complete,35 to 44,Female,"$25,000 to $34,999",Other,Hispanic,Yes
1458,C2075212554,Complete,35 to 44,Female,"Less than $25,000",White,"",No
1459,C2075216300,Complete,75 or older,Male,"$75,000 to $99,999",White,"",No
1460,C2075216194,Complete,35 to 44,Female,"$25,000 to $34,999",Other,hispanic,Yes
1461,C2075221632,Partial,,,,,"",
1462,C2075222115,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1463,C2075224734,Complete,45 to 54,Female,"$35,000 to $49,999",White,"",No
1464,C2075225854,Complete,55 to 64,Female,"$150,000 or more",White,"",No
1465,C2075226895,Complete,55 to 64,Female,"$75,000 to $99,999",White,"",No
1466,1189380987,Complete,35 to 44,Female,"$25,000 to $34,999",White,"",No
1467,C2075237510,Complete,45 to 54,Male,"$125,000 to $149,999",White,"",No
1468,C2075240852,Complete,35 to 44,Male,"$150,000 or more",White,"",No
1469,C2075245381,Complete,25 to 34,Male,"$75,000 to $99,999",Other,Hispanic,Yes
1470,C2075247549,Complete,25 to 34,Female,"$75,000 to $99,999",White,"",No
